,actor_name,actor_facebook_likes,actor_oscar_nom
1026,Christine Taylor,838.0,
1027,Sierra McCormick,512.0,
1028,Kieran Culkin,1000.0,
1029,Jeff Kober,919.0,
1031,Kelly Carlson,472.0,
1032,Jason Priestley,471.0,
1033,Yuri Lowenthal,354.0,
1034,Daniel Stern,796.0,
1035,Trevor Morgan,595.0,
1036,Oliver James,1000.0,
1037,David Ogden Stiers,443.0,
1038,Khandi Alexander,556.0,
1039,Elizabeth Berrington,65.0,
1040,Larry David,860.0,
1041,Matthew Settle,477.0,
1042,Levon Helm,572.0,
1043,Anna Silk,857.0,
1044,Thomas Kretschmann,918.0,
1045,Curtis Armstrong,876.0,
1046,Thomas Stroppel,192.0,
1047,Brigitte Helm,136.0,
1048,David Belle,510.0,
1049,Qi Shu,1000.0,
1050,Konstantin Lavronenko,20.0,
1051,Nirut Sirichanya,64.0,
1052,Christopher Heyerdahl,825.0,
1053,Eddie Izzard,776.0,
1054,Stephen Graham,1000.0,
1055,Anna Friel,735.0,
1056,Birgitte Hjort Sørensen,1000.0,
1057,Bruce Payne,179.0,
1058,Maximilian Dirr,61.0,
1060,Sharon Leal,467.0,
1061,Anil Kapoor,668.0,
1062,Fred Gwynne,886.0,
1063,María Valverde,892.0,
1064,Doug E. Doug,953.0,
1065,Jensen Ackles,10000.0,
1066,Caroline Munro,456.0,
1067,Amy Bruni,155.0,
1068,Phil Vischer,23.0,
1069,Janet Jackson,592.0,
1070,Mike Epps,706.0,
1073,Peter Mensah,1000.0,
1074,Monica Potter,878.0,
1075,Thomas McDonell,962.0,
1076,Emmanuelle Seigner,413.0,
1077,Derek Luke,543.0,
1078,Melissa Sagemiller,159.0,
1079,Seth Gilliam,423.0,
1081,Mathieu Amalric,412.0,
1082,Sebastian Koch,380.0,
1083,Woo-sung Jung,149.0,
1084,John Heard,697.0,
1085,Krystyna Janda,20.0,
1086,Jacek Koman,70.0,
1087,Belén Rueda,273.0,
1088,Jason Mewes,898.0,
1089,Usher Raymond,569.0,
1090,Sean Patrick Thomas,656.0,
1091,Tuesday Knight,130.0,
1093,Óscar Jaenada,619.0,
1094,Chris Elliott,571.0,
1096,Jenny Agutter,659.0,
1097,Elina Alminas,149.0,
1098,Teo Halm,803.0,
1099,Yuki Matsuzaki,378.0,
1100,Don Rickles,721.0,
1101,Michael Nyqvist,690.0,
1102,Justin Chon,552.0,
1104,John Boyega,1000.0,
1105,Jelena Jovanova,306.0,
1106,Steve Irwin,477.0,
1107,Dameon Clarke,170.0,
1108,Rae Dawn Chong,581.0,
1109,Gabriel Millman,13000.0,
1110,Julian Morris,1000.0,
1112,Richard Johnson,77.0,
1113,Isabella Rossellini,812.0,
1114,Min-sik Choi,717.0,
1115,Sean Young,759.0,
1116,Alex Veadov,93.0,
1117,Shelley Duvall,629.0,
1118,Britney Spears,1000.0,
1119,Dax Flame,971.0,
1121,Steven Mackintosh,227.0,
1122,Lexie Contursi,28.0,
1124,Tammin Sursok,836.0,
1125,Nat Wolff,733.0,
1126,Common,988.0,
1127,Jürgen Prochnow,362.0,
1128,Heather Matarazzo,529.0,
1129,Tom Hughes,565.0,
1130,Nate Parker,664.0,
1131,Gary Weeks,452.0,
1134,Anika Noni Rose,525.0,
1135,Doona Bae,629.0,
1136,Jeremy Davies,769.0,
1137,Toni Servillo,211.0,
1138,Mia Wasikowska,3000.0,
1139,David Richmond-Peck,60.0,
1140,Eamonn Walker,706.0,
1141,Eva Amurri Martino,797.0,
1142,Marcell Nagy,9.0,
1143,Honglei Sun,9.0,
1144,David Hewlett,686.0,
1145,Ye Liu,52.0,
1146,Richard Coyle,567.0,
1147,Rachael Carpani,181.0,
1148,Jacob Vargas,399.0,
1149,Gary Daniels,551.0,
1150,Miko Hughes,969.0,
1151,Tatsuo Matsumura,15.0,
1152,Wei Tang,215.0,
1153,Phoebe Cates,767.0,
1154,Wagner Moura,585.0,
1155,Lucas Grabeel,755.0,
1156,Zoe Ventoura,84.0,
1157,Corbin Bernsen,1000.0,
1158,Lily Cole,785.0,
1159,Lauren German,683.0,
1160,Lois Smith,276.0,
1162,Steven Bauer,636.0,
1164,Lee Majors,799.0,
1165,Luke Newberry,358.0,
1166,Patricia Tallman,901.0,
1167,Michael McKean,658.0,
1168,Phyllida Law,60.0,
1169,Sam Riley,845.0,
1171,Nora Dunn,142.0,
1172,John Howard,172.0,
1173,Shah Rukh Khan,8000.0,
1174,Keir Dullea,273.0,
1175,Henry Thomas,861.0,
1176,Ricky Schroder,665.0,
1177,Antonia Thomas,381.0,
1178,Arjun Rampal,564.0,
1179,Jon Gries,482.0,
1180,Santiago Cabrera,639.0,
1181,Karin Viard,68.0,
1182,Boris Kodjoe,1000.0,
1184,Lane Smith,633.0,
1185,Tina Turner,794.0,
1186,Lauren Cohan,4000.0,
1187,Jeff Fahey,535.0,
1188,Laila Haley,1000.0,
1189,Billy Drago,371.0,
1190,Jurnee Smollett-Bell,2000.0,
1191,David Zayas,929.0,
1192,Tina Desai,220.0,
1193,Ben Feldman,1000.0,
1194,Steve Oedekerk,176.0,
1195,Reba McEntire,651.0,
1196,Byron Mann,258.0,
1197,Wendi McLendon-Covey,655.0,
1198,Harry Styles,773.0,
1199,Chase Ellison,772.0,
1200,Jasper Cole,1000.0,
1202,Michaela Conlin,1000.0,
1203,Daniel Sharman,1000.0,
1204,Johannes Silberschneider,24.0,
1205,Dylan Moran,427.0,
1206,Bernadette Peters,753.0,
1207,Flavio Parenti,144.0,
1208,Robert Picardo,823.0,
1210,Eric Stoltz,902.0,
1212,Scott Mechlowicz,634.0,
1213,Gillian White,1000.0,
1214,Eoin Macken,533.0,
1216,Naseeruddin Shah,307.0,
1217,Bashar Rahal,603.0,
1218,Wei Zhao,478.0,
1219,Vincent Gallo,787.0,
1221,Numan Acar,374.0,
1222,Kip Pardue,374.0,
1223,Danny Dyer,798.0,
1224,Jorge Luis Moreno,78.0,
1225,Adrian Martinez,806.0,
1226,Stephanie Szostak,1000.0,
1227,Madison Pettis,835.0,
1228,Nicholas Hamilton,147.0,
1229,Drew Fuller,906.0,
1230,Jim Carter,439.0,
1231,Damian Walshe-Howling,122.0,
1232,Teryl Rothery,298.0,
1233,Shane Pollard,485.0,
1234,Veronica Ferres,30000.0,
1235,Ingvar Eggert Sigurðsson,63.0,
1236,Sendhil Ramamurthy,1000.0,
1237,Jimi Mistry,183.0,
1238,Kang-ho Song,398.0,
1239,Tyler Mane,764.0,
1240,Danny Pino,786.0,
1241,Daniella Alonso,557.0,
1242,Carmen Maura,148.0,
1243,John Vernon,187.0,
1244,Jizelle Jade,33000.0,
1245,Bárbara Mori,594.0,
1246,Noah Taylor,509.0,
1248,Riccardo Scamarcio,580.0,
1249,Catherine Hicks,311.0,
1250,Michael Moore,909.0,
1251,Noel Gugliemi,2000.0,
1253,Kristin Lehman,187.0,
1254,Ronn Moss,177.0,
1255,Jung-min Hwang,45.0,
1256,Sarunyu Wongkrachang,7.0,
1257,Lambert Wilson,186.0,
1258,Q'orianka Kilcher,679.0,
1259,Jacqueline McKenzie,185.0,
1260,Lars Mikkelsen,573.0,
1261,Harrison Gilbertson,174.0,
1262,Dee Bradley Baker,668.0,
1263,David Keith,563.0,
1265,Bjørn Sundquist,35.0,
1266,Jacinda Barrett,579.0,
1267,Mariah Carey,736.0,
1268,Abigail Spencer,1000.0,
1269,Yu-mi Jeong,28.0,
1272,Katrina Kaif,3000.0,
1273,Padraic Delaney,97.0,
1274,Ranbir Kapoor,964.0,
1276,Necati Sasmaz,205.0,
1278,Marshall Bell,217.0,
1279,Noah Huntley,133.0,
1280,Jennifer Freeman,389.0,
1281,James Kyson,449.0,
1282,Mackenzie Davis,363.0,
1283,Brian Doyle-Murray,484.0,
1284,Tina Gilton,861.0,
1286,Nick Wechsler,666.0,
1287,Stephen Collins,452.0,
1288,Alexandra Maria Lara,471.0,
1289,Christopher Nicholas Smith,434.0,
1290,Cameron Monaghan,1000.0,
1292,Sean Lennon,61.0,
1293,Alexia Fast,553.0,
1294,Ian Tracey,144.0,
1295,Mitsuo Iwata,6.0,
1296,Stephen McHattie,413.0,
1297,Rachel Ann Mullins,31000.0,
1298,Leehom Wang,163.0,
1299,Celia Imrie,186.0,
1300,Mckenna Grace,502.0,
1301,Spencer Wilding,1000.0,
1302,Scott Takeda,981.0,
1303,Françoise Yip,186.0,
1304,Joely Richardson,584.0,
1305,Molly Parker,611.0,
1306,Eric Johnson,373.0,
1307,Sandrine Kiberlain,71.0,
1308,Akon,262.0,
1309,Saif Ali Khan,532.0,
1310,Max Riemelt,287.0,
1311,George Coe,488.0,
1312,Darren Shahlavi,294.0,
1313,Michael Nouri,225.0,
1314,Sullivan Stapleton,1000.0,
1315,MyAnna Buring,513.0,
1316,Sid Haig,1000.0,
1317,Kimberly Elise,637.0,
1318,Bernard Fox,246.0,
1319,Michael Stuhlbarg,816.0,
1320,Irvin Kershner,883.0,
1321,Jonathan Brandis,761.0,
1322,Indira Varma,729.0,
1323,Roy Billing,116.0,
1325,Melinda Clarke,787.0,
1326,Ezra Miller,3000.0,
1327,Samantha Barks,2000.0,
1328,Nathalie Fay,227.0,
1329,Geoff Stults,756.0,
1330,Lynn Cohen,474.0,
1331,Leonid Yarmolnik,4.0,
1332,Michael Wong,91.0,
1333,Erin Fitzgerald,99.0,
1334,Debi Derryberry,122.0,
1335,Ben Browder,878.0,
1336,Gordon Pinsent,149.0,
1337,Rex Baker,15000.0,
1338,Heike Makatsch,177.0,
1339,Glenn Plummer,240.0,
1340,Lubna Azabal,131.0,
1341,Laura Morante,60.0,
1342,Deborah Mailman,46.0,
1343,John Cothran,27.0,
1345,Angie Dickinson,754.0,
1346,Greg Germann,435.0,
1347,David Wayne,116.0,
1348,Leon,730.0,
1349,Merab Ninidze,56.0,
1350,Emily Podleski,1000.0,
1351,Florian Lukas,65.0,
1352,Linnea Quigley,431.0,
1353,Maria Pia Calzone,18.0,
1354,Olivia Newton-John,1000.0,
1355,Osama bin Laden,503.0,
1358,Lisa Wilcox,321.0,
1359,Tisha Campbell-Martin,413.0,
1360,Sammo Kam-Bo Hung,472.0,
1361,Hugh M. Hefner,373.0,
1362,Francis Capra,937.0,
1363,John Cameron Mitchell,263.0,
1364,Antoni Corone,97.0,
1365,Rachel Alig,397.0,
1366,Chelcie Ross,244.0,
1368,Lesley-Anne Down,187.0,
1369,Michael Berryman,721.0,
1370,Benoît Magimel,173.0,
1371,James Nesbitt,773.0,
1372,Noam Chomsky,103.0,
1373,Catherine Bell,636.0,
1374,Pruitt Taylor Vince,592.0,
1375,Drew Waters,848.0,
1376,Debbie Harry,391.0,
1377,Yorick van Wageningen,163.0,
1378,Jeanne Moreau,343.0,
1379,Simon Bird,229.0,
1380,Wesley Jonathan,592.0,
1381,Asin,634.0,
1382,Jonathan D. Mellor,37.0,
1383,Kayla Jackson,25.0,
1384,Alice Krige,368.0,
1385,Stephen Macht,113.0,
1386,Jean-Baptiste Maunier,517.0,
1387,Alexis Dziena,715.0,
1389,Jean-Pierre Léaud,232.0,
1390,Philippe Nahon,56.0,
1391,Lindsay Kay Hayward,31.0,
1392,Anupam Kher,397.0,
1393,Kim Shaw,934.0,
1394,Aksel Hennie,286.0,
1395,Russell Tovey,796.0,
1396,Campbell Scott,393.0,
1398,Abhishek Bachchan,374.0,
1399,Johanna Braddy,581.0,
1400,John Saxon,506.0,
1401,Eugenio Derbez,399.0,
1402,Matt Shively,235.0,
1403,Burt Kwouk,462.0,
1404,Richard Cabral,510.0,
1405,James Lafferty,972.0,
1406,William Schallert,901.0,
1407,Tony Bonner,492.0,
1408,John Beasley,205.0,
1410,Kane Hodder,935.0,
1411,Maribel Verdú,269.0,
1412,Peter Serafinowicz,605.0,
1413,Jessica Lowndes,1000.0,
1414,Warren Christie,520.0,
1415,Sterling Jerins,155.0,
1416,Vanna Bonta,21000.0,
1417,Gina Lollobrigida,746.0,
1418,Fred Willard,729.0,
1420,Lara Jill Miller,93.0,
1421,Marie-Josée Croze,150.0,
1423,Brendan Fehr,847.0,
1424,Fran Drescher,859.0,
1425,Claudia Cardinale,973.0,
1426,Norbert Ferrer,55.0,
1427,Cassandra Peterson,922.0,
1428,Kim Dickens,624.0,
1429,Dana Delany,722.0,
1430,Alia Shawkat,727.0,
1432,Andrew Wilson,387.0,
1433,Akshaye Khanna,75.0,
1434,Jeffrey Frost,6.0,
1435,Raymond Burr,311.0,
1437,Meghan Ory,889.0,
1438,Ocean James,432.0,
1439,Mike Figueroa,343.0,
1440,Glenn Campbell,46.0,
1441,Luis Tosar,331.0,
1442,Dave Legeno,570.0,
1443,Teri Polo,708.0,
1444,James Frain,1000.0,
1445,David Huddleston,1000.0,
1446,David Raizor,784.0,
1447,Mikal Vega,741.0,
1448,Julia Jentsch,61.0,
1449,Udo Kier,595.0,
1450,Katy Mixon,982.0,
1451,Alex Rocco,968.0,
1452,Bill Johnson,237.0,
1453,Maria Conchita Alonso,571.0,
1454,Bhama,5.0,
1455,Keith Carradine,584.0,
1456,Sara Forestier,74.0,
1457,William Kircher,109.0,
1458,Brooke Shields,1000.0,
1459,Royal Dano,232.0,
1460,Dan Fogler,562.0,
1461,Dana Andrews,188.0,
1462,Mía Maestro,341.0,
1463,Alex Kendrick,589.0,
1464,Jaime Camil,274.0,
1465,Jan Decleir,25.0,
1466,Rich Pecci,1000.0,
1467,Nicolas Giraud,24.0,
1468,Simon Yam,155.0,
1469,Oksana Akinshina,129.0,
1470,Jimmy Shergill,327.0,
1471,Katherine McNamara,19000.0,
1472,Sid Caesar,898.0,
1473,Nimrat Kaur,85.0,
1474,Fabian Bolin,309.0,
1475,Vidya Balan,464.0,
1476,Yangzom Brauen,29.0,
1477,Art Hindle,110.0,
1478,Julian Richings,648.0,
1479,Judith O'Dea,125.0,
1481,Molly C. Quinn,707.0,
1482,Meg Foster,355.0,
1484,Ellar Coltrane,230.0,
1485,Angell Conwell,522.0,
1487,Geraldine Chaplin,382.0,
1488,Ashley Rickards,986.0,
1489,Roscoe Lee Browne,204.0,
1490,Anna Gunn,1000.0,
1491,Stephanie Leonidas,420.0,
1492,Collin Alfredo St. Dic,48.0,
1493,Kylie Minogue,690.0,
1494,Peter McNamara,419.0,
1495,Lauren Ambrose,945.0,
1496,Hector Kotsifakis,623.0,
1497,Noah Emmerich,617.0,
1499,Connor Paolo,530.0,
1500,Doug Brochu,254.0,
1501,Ed Speleers,762.0,
1502,Saad Siddiqui,223.0,
1503,Jean Harlow,431.0,
1504,Lily Rabe,763.0,
1505,Robin McLeavy,399.0,
1506,Kristen Quintrall,166.0,
1507,Eric Mabius,637.0,
1508,Rachel Hendrix,544.0,
1510,Tom Cullen,507.0,
1511,Keenan Wynn,277.0,
1512,Kayvan Novak,414.0,
1515,Alice Olivia Clarke,117.0,
1517,Peter Graves,628.0,
1518,Ta'Rhonda Jones,912.0,
1519,Slim Pickens,575.0,
1520,John Forsythe,255.0,
1521,Colleen Dewhurst,157.0,
1522,Bernard Cribbins,195.0,
1523,Joe Estevez,625.0,
1524,John Mahoney,385.0,
1525,Ricardo Darín,827.0,
1526,Gideon Emery,430.0,
1527,Ted Raimi,634.0,
1528,Wanda Sykes,560.0,
1529,Elpidia Carrillo,174.0,
1530,Otto Jespersen,29.0,
1532,Jane Goodall,21.0,
1533,Chris Brochu,795.0,
1534,Murray Bartlett,141.0,
1535,Corbin Bleu,632.0,
1536,Thomas Bo Larsen,74.0,
1537,Armando Riesco,625.0,
1538,Roddy McDowall,595.0,
1539,François Bégaudeau,15.0,
1542,Honor Blackman,387.0,
1543,Sarah Gadon,691.0,
1545,Sprague Grayden,438.0,
1546,Clu Gulager,426.0,
1547,Rhys Wakefield,942.0,
1548,Danielle Kotch,1000.0,
1549,Nancy O'Dell,71.0,
1551,Linda Harrison,220.0,
1552,Veronica Taylor,88.0,
1553,Ed Lauter,897.0,
1554,Fred MacMurray,516.0,
1555,Tamara Toumanova,18.0,
1558,Matthew Senreich,11.0,
1559,Seamus Davey-Fitzpatrick,140.0,
1560,John Astin,641.0,
1561,Angus Scrimm,674.0,
1562,John Abraham,1000.0,
1563,Callie Thorne,472.0,
1564,Peter Ostrum,240.0,
1565,Kristy Swanson,578.0,
1566,Greta Gerwig,962.0,
1567,Eddie Griffin,489.0,
1568,Robyn Lively,439.0,
1569,Kevin Pollak,574.0,
1570,William Morgan Sheppard,702.0,
1571,Michael Gross,536.0,
1572,Susan Hampshire,40.0,
1573,Alicja Bachleda,289.0,
1574,Johnny Pacar,1000.0,
1575,Matt Cohen,487.0,
1576,Neil Hopkins,231.0,
1577,Tom Everett Scott,433.0,
1578,John Savage,652.0,
1579,French Stewart,319.0,
1580,Everett McGill,201.0,
1582,Anthony L. Fernandez,640.0,
1584,Olivia Rose Keegan,216.0,
1585,Greg Crowe,875.0,
1586,Cécile De France,447.0,
1587,Maeve Dermody,130.0,
1588,Isaac Hayes,275.0,
1589,Nehemiah Persoff,105.0,
1590,Margaret Hamilton,695.0,
1591,Megan Park,569.0,
1593,Bhavkhandan Singh Rakhra,258.0,
1594,Iben Hjejle,122.0,
1595,Rijk de Gooyer,20.0,
1597,Judie Aronson,158.0,
1598,Joanna Kulig,88.0,
1599,Rupert Graves,443.0,
1600,Gerry Lopez,52.0,
1601,Karra Elejalde,123.0,
1602,Jack Kao,11.0,
1603,Brianna Brown,331.0,
1604,Joe Cross,65.0,
1605,Essence Atkins,713.0,
1606,Barack Obama,871.0,
1607,Tom Atkins,381.0,
1609,David Jason Perez,1000.0,
1610,Hanno Pöschl,15.0,
1611,Patrick Huard,50.0,
1612,Joan Chen,643.0,
1613,Satish Kaushik,56.0,
1614,Bill Maher,334.0,
1615,Dustin Lance Black,191.0,
1616,Benno Fürmann,127.0,
1617,Leonor Varela,426.0,
1618,Ashley Scott,794.0,
1619,Anthony 'Citric' Campos,586.0,
1620,Simon Merrells,490.0,
1621,Esther Williams,675.0,
1622,Jossara Jinaro,847.0,
1624,Leopold Stokowski,16.0,
1625,Nicole Smolen,210.0,
1626,Richard Brooker,72.0,
1627,Tiffany Helm,42.0,
1628,Brian Austin Green,676.0,
1630,Saeed Jaffrey,114.0,
1631,Rachel Skarsten,371.0,
1632,Myrna Loy,749.0,
1633,Jørgen Langhelle,117.0,
1634,Michael Derek,128.0,
1635,Manuela Velasco,120.0,
1636,Travis Myers,749.0,
1637,Walter Hendrix III,846.0,
1638,James Ransone,412.0,
1639,Phoebe Legere,40.0,
1640,Carroll O'Connor,480.0,
1641,Maika Monroe,314.0,
1642,Vernon Wells,745.0,
1643,Alicia Goranson,173.0,
1644,Eric Sheffer Stevens,120.0,
1645,Ben Davies,690.0,
1646,Hedy Lamarr,1000.0,
1647,Michel Robin,23.0,
1648,Michael Greyeyes,912.0,
1649,Vernon Dobtcheff,50.0,
1651,Nicholas Aaron,21.0,
1652,Tyrone Power,480.0,
1653,Najarra Townsend,538.0,
1654,Vanessa Lengies,804.0,
1655,Henry Silva,251.0,
1656,Kathleen Wilhoite,265.0,
1657,Stephen Colbert,459.0,
1658,Sook-Yin Lee,71.0,
1659,Ari Folman,56.0,
1660,Noah Danby,178.0,
1661,John F. Kennedy,168.0,
1663,Alanna Ubach,584.0,
1664,Matt Bennett,189.0,
1665,Jess Weixler,386.0,
1666,Jeffrey Falcon,33.0,
1667,Karisma Kapoor,353.0,
1668,Paul Kaye,326.0,
1669,Merritt Wever,529.0,
1670,Brad William Henke,363.0,
1671,Jordi Vilasuso,160.0,
1672,Rapulana Seiphemo,29.0,
1673,Mackenzie Gray,253.0,
1674,Peter McQuinn,121.0,
1675,Daniel Baldwin,413.0,
1676,Alice Cooper,674.0,
1677,Paul Sheehan,473.0,
1678,Steven Weber,685.0,
1679,Rita Hayworth,1000.0,
1680,Mircea Monroe,633.0,
1681,Sunil Narkar,34000.0,
1682,Kate Maberly,416.0,
1683,Jon Mack,924.0,
1684,Buster Keaton,907.0,
1685,Trenton Rostedt,680.0,
1686,Melissa Bolona,11000.0,
1687,Paul McGillion,405.0,
1688,Khalid Abdalla,161.0,
1689,Karl E. Landler,533.0,
1690,Lauren Gottlieb,733.0,
1691,Paul McGill,41.0,
1692,Siobhan Marshall,42.0,
1693,Logan Browning,628.0,
1694,Caleb Landry Jones,463.0,
1695,Damián Alcázar,201.0,
1696,Donna Murphy,553.0,
1697,Hansika Motwani,141.0,
1698,Tshewang Dendup,0.0,
1700,George Newbern,647.0,
1701,Kimberley Crossman,467.0,
1702,Christian Keyes,761.0,
1703,James Duval,701.0,
1704,Matthew Alan,86.0,
1705,Sarah Butler,635.0,
1706,Ally Walker,349.0,
1707,Nawazuddin Siddiqui,638.0,
1709,Harry Carey Jr.,281.0,
1710,Shawnee Smith,651.0,
1711,Yasmine Al Massri,227.0,
1712,Ohad Knoller,53.0,
1713,Annabelle Wallis,421.0,
1714,Dustin Ingram,427.0,
1715,Lew Temple,597.0,
1716,William Baldwin,436.0,
1717,Scott Cohen,378.0,
1718,Matthew Ziff,260000.0,
1719,Norman Lloyd,472.0,
1720,Ami Ayalon,0.0,
1721,Beau Bridges,552.0,
1722,Donald Glover,801.0,
1723,Ward G. Smith,393.0,
1724,Paul Guilfoyle,210.0,
1725,Jessy Schram,813.0,
1726,Joel David Moore,936.0,
1728,Jay Mohr,563.0,
1729,Brian Lee Franklin,38.0,
1730,Angela Sarafyan,310.0,
1731,Morgana O'Reilly,61.0,
1732,Lee Scott,0.0,
1733,Nicole Muñoz,199.0,
1734,Monica Barladeanu,129.0,
1735,Ashanti,341.0,
1736,Brighton Sharbino,3000.0,
1737,Katrina Law,835.0,
1739,Adriana Caselotti,82.0,
1740,Brigitte Bardot,984.0,
1741,Zak Penn,87.0,
1742,Camren Bicondova,756.0,
1743,Jessica Szohr,847.0,
1746,Ulrich Thomsen,280.0,
1747,Long Nguyen,51.0,
1748,James Morrison,210.0,
1749,Elina Abai Kyzy,0.0,
1750,Maury Chaykin,232.0,
1751,Noureen DeWulf,700.0,
1752,Betsy Palmer,309.0,
1754,Vic Mignogna,578.0,
1755,Geoffrey Arend,816.0,
1756,Zuhair Haddad,18000.0,
1757,Ximena Ayala,31.0,
1758,Jerry Mathers,282.0,
1760,Alex Huszar,61.0,
1761,Jason Marsden,1000.0,
1762,Lemmy,268.0,
1763,Déborah Révy,34.0,
1764,Nataniel Sánchez,3.0,
1765,Rich Ceraulo,387.0,
1766,Errol Flynn,843.0,
1767,Christie Burke,380.0,
1768,Redd Foxx,586.0,
1769,Seregon O'Dassey,498.0,
1770,Richard Cawthorne,511.0,
1771,Terry Kiser,448.0,
1772,Sarah Murphy-Dyson,14.0,
1773,Sean Cameron Michael,412.0,
1774,Chris Gauthier,434.0,
1775,Iko Uwais,1000.0,
1776,Piero Maggiò,12.0,
1777,Talia Zucker,12.0,
1778,Christopher Abbott,321.0,
1779,Shelley Hennig,707.0,
1780,Ursula Andress,650.0,
1781,Andrew Robinson,266.0,
1782,Benjamin A. Onyango,634.0,
1783,Hiroshi Abe,43.0,
1784,Fernanda Andrade,403.0,
1785,James Drury,356.0,
1786,Billy West,861.0,
1787,James Brown,183.0,
1788,Mick Jagger,543.0,
1789,Juliet Stevenson,202.0,
1790,W. Earl Brown,422.0,
1791,Michael Pollan,37.0,
1792,Gaby Hoffmann,612.0,
1793,Sheryl Crow,130.0,
1794,Kevin Corrigan,778.0,
1795,Sonja Sohn,245.0,
1796,Trey Parker,406.0,
1797,Shahir Kabaha,20.0,
1798,Steven Yeun,7000.0,
1799,Shiri Appleby,855.0,
1800,Anwar Congo,3.0,
1801,Alex Gibney,141.0,
1802,Pelé,102.0,
1803,Kumar Gaurav,12.0,
1804,Josh Swanson,53.0,
1805,G.W. Krauss,20.0,
1806,Emraan Hashmi,724.0,
1807,Lena Dunham,969.0,
1808,Harvey Fierstein,499.0,
1809,Patrick Renna,590.0,
1810,Yul Vazquez,96.0,
1811,Will Rothhaar,386.0,
1812,Jordana Spiro,262.0,
1813,Nora Zehetner,446.0,
1814,Frances Bay,491.0,
1815,Scott Levy,639.0,
1816,Kenny Johnston,327.0,
1817,Rasheed Naz,7.0,
1818,Ilene Graff,442.0,
1819,Jason Ritter,782.0,
1820,Nicole Randall Johnson,363.0,
1821,Randy Wayne,984.0,
1822,Russell Hodgkinson,199.0,
1823,Maureen McCormick,458.0,
1824,Álex Angulo,90.0,
1825,Katie Aselton,224.0,
1826,David Oakes,335.0,
1827,Magi Avila,92.0,
1828,Boyd Banks,57.0,
1829,Angelina Armani,677.0,
1830,Jason K. Wixom,214.0,
1831,Justin Baldoni,657.0,
1832,Monique Candelaria,696.0,
1833,Eric Lloyd,775.0,
1834,Kimberly Williams-Paisley,529.0,
1835,Alma Martinez,56.0,
1836,Justin Kirk,945.0,
1837,Anamaria Marinca,131.0,
1838,Odessa Rae,109.0,
1839,Sarah Kazemy,144.0,
1840,Ahna O'Reilly,282.0,
1841,Sam Edwards,16.0,
1842,John Enos III,465.0,
1843,Stana Roumillac,0.0,
1844,James Wolk,938.0,
1845,Gavin MacLeod,284.0,
1846,Lorraine Stanley,418.0,
1847,Tommy O'Reilly,1000.0,
1848,Shahab Hosseini,786.0,
1849,Jo Hartley,49.0,
1850,Allison Dean,159.0,
1851,Victor Rasuk,302.0,
1852,Louise Brooks,426.0,
1854,Zachary Knighton,262.0,
1855,Shane Dawson,247.0,
1856,Corbin Allred,214.0,
1857,Taylor Pigeon,134.0,
1858,Scott Helvenston,25.0,
1859,Isaac C. Singleton Jr.,312.0,
1860,Jean-Louis Trintignant,319.0,
1861,Raymond J. Barry,108.0,
1862,Luke Grimes,935.0,
1863,Dichen Lachman,717.0,
1864,William Gates,7.0,
1865,Kevin Scott Richardson,262.0,
1866,Adam LeFevre,80.0,
1867,Laura Fraser,601.0,
1868,Irene Bedard,752.0,
1869,Hill Harper,465.0,
1870,Trey Loney,977.0,
1871,Richard Curtis,628.0,
1872,Leven Rambin,956.0,
1874,Heather Donahue,170.0,
1875,Joe Cocker,262.0,
1876,David Zucker,119.0,
1877,Stacy Keach,602.0,
1878,Kendyl Joi,23.0,
1879,Aliou Touré,0.0,
1880,Karen Alexander,0.0,
1881,Russell Wong,595.0,
1882,Paula Garcés,587.0,
1883,Paul McCartney,785.0,
1884,Dario Nozic Serini,0.0,
1885,Kirk Cameron,848.0,
1886,Bhole Baba,0.0,
1887,Frances Bavier,407.0,
1888,Blanchard Ryan,48.0,
1889,Woody Strode,423.0,
1890,Heather Berman,0.0,
1891,Ken Burns,196.0,
1892,Terry Funk,54.0,
1893,Kirby Heyborne,69.0,
1894,Marina Golbahari,30.0,
1895,Rachel Dratch,399.0,
1896,Rachel True,328.0,
1897,Sasha Alexander,980.0,
1898,Edie Falco,659.0,
1899,Monica Calhoun,597.0,
1900,David Mamet,342.0,
1901,Takashi Shimura,304.0,
1902,Tommy Sheppard,14.0,
1903,Monique Gabriela Curnen,239.0,
1904,Haley Ramm,353.0,
1905,Tori Spelling,396.0,
1906,Bo Huang,4.0,
1907,Brian Eno,30.0,
1908,Daston Kalili,2.0,
1910,Vincent Chimato,685.0,
1911,Emma Caulfield,970.0,
1912,Mike Beckingham,358.0,
1913,Shaun Sipos,322.0,
1914,Manny Perez,159.0,
1915,Jennifer Hale,918.0,
1916,Mary Kate Wiles,84.0,
1917,Carrie Bradstreet,466.0,
1918,Elizabeth Streb,0.0,
1919,Mike Stanley,385.0,
1920,Patrick Kilpatrick,488.0,
1921,Lawrence Gilliard Jr.,353.0,
1922,Luis Sanchez,472.0,
1923,John Karyus,907.0,
1924,Jennifer Lafleur,873.0,
1925,Bob Proctor,8.0,
1926,Chris Eigeman,88.0,
1927,Jack E. Curenton,847.0,
1928,Micah Sloat,189.0,
1929,Tony Alva,22.0,
1930,Emily Rios,231.0,
